REF;Marca;Nome do Produto;Linha;Valor;Descrição Geral;Código de Barras;Modo de Uso;Composição;Link do Produto
3503;Grandha;Shampoo Pós-Praia e Piscina 300ml;Mix Oil - Moisture;109.55;"
MOISTURE SHAMPOO MIX OIL COCONUT & ARGAN
O Moisture Shampoo de Grandha, integra a família Mix Oil Coconut & Argan. Xampu de ação hidratante e de limpeza suave para os cabelos mais ressecados. Sua fórmula equilibrada exerce maior limpeza, sem agressão aos fios. A sinergia dos óleos de coco e argan exerce maior atividade antioxidante sobre o cabelo, preservando sua integridade e combatendo o envelhecimento precoce da fibra capilar. Ideal para limpeza suave em cabelos ressecados e saturados por processos químicos ou pelo sol e água da praia ou da piscina.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Limpeza suave para cabelos ressecados e saturados por processos químicos.
Ideal para o pós-praia e pós-piscina.
Com óleos de coco e argan.





                Largura
            

                5.00 cm
            




                Altura
            

                20.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                173.00 g
            


";"""7898305623627";"


MODO DE USO
Aplique o Moisture Shampoo nos cabelos úmidos, massageie-os intensamente e enxágue-os. Repita a operação e deixe o produto nos cabelos por 3 minutos. Novamente, massageie e estimule a fibra capilar. Enxágue. Se houver necessidade, repita a operação.

";Water,Sodium Laureth Sulfate,Laureth-2,Sodium Sulfate,Cocamidopropyl Betaine,Cocamide Diethanolamine,Glycerol,Disodium Laureth Sulfosuccinate,Dimethiconol,TEA Dodecylbenzenesulfonate,Ethylene Glycol Distearate,Perfume,Guar Hydroxypropyltrimonium Chloride,Styrene / Acrylates Copolymer,Sodium Benzoate,Potassium Sorbate,Citric Acid,Disodium Edetate,Palm Kernel Oil,Argan Nut Oil,Sodium Chloride,Coumarin;https://www.lojagrandha.com.br/manutencao-diaria/moisture-shampoo-coconut-argan-300-ml
3374;Grandha;Tônico com Fatores de Crescimento Magma Power 30ml;Urbano Spa Black -  Growth Factors;137.33;"





                Largura
            

                3.00 cm
            




                Altura
            

                5.00 cm
            




                Comprimento
            

                3.00 cm
            




                Peso
            

                40.00 g
            


";"""7898305624624";"


MODO DE USO
Aplique o Magma Power Growth Factors no couro cabeludo, ainda levemente umedecido, massageie-o suavemente para estimular a melhor absorção do produto e não enxágue. Este produto é ideal para terapias noturnas, portanto aplique após o banho e permaneça com o produto no couro cabeludo por toda a noite. Retire-o somente pela manhã seguinte com a lavagem normal dos cabelos.

";Water,Ethoxylated Hydrogenated Castor Oil,Caffeine,Propylene Glycol,Sodium Pidolate,Sodium Benzoate,Amino Bispropyl Dimethicone,Saccharomyces Ferment/Silicon,Butylene Glycol,PEG-12 Dimethicone,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Styrene/Acrylates Copolymer,Soybean Oil,Glycerol,Hydrogenated Lecithin,Sodium Oleate,RH-Oligopeptide-2,Sh-Polypeptide-1,Sh-Polypeptide-9,Parfum,Disodium Edetate,Aminomethyl Propanol,Phenoxyethanol,Ethylhexylglycerin,Alpha-Isomethyl Ionone,Benzyl Salicylate,Citral,Limonene,Hexyl Cinnamal,Hydroxycitronellal,Linalool,Azorubine Red Dye,Tartrazine Yellow Dye 19140,Green Dye 61570;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/magma-power-growth-factors-30-ml
3452;Grandha;Creme Enxágue para Aliviar Tensão Leave-on 120g;Touch Energy;79.23;"
TOUCH ENERGY LEAVE-ON FLORES & VEGETAIS
Ajuda na formação de colágeno, alivia tensão e o estresse. Touch Energy traz energia, harmonização e profunda revitalização dos fios. Com óleo essencial de laranja doce. O Leave-On Touch Energy, da linha de terapia capilar, Flores e Vegetais, traz um toque de energia do óleo essencial de laranja doce, com a vibração e a intensidade do gengibre e do guaraná, para revitalizar os cabelos e estimular o sistema capilar.


INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Produto cosmecêutico.
Com guaraná, gengibre e óleo essencial de laranja doce.
Ajuda na formação de colágeno, alivia tensão e estresse.





                Largura
            

                4.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                160.00 g
            


";"""7898305624907";"


MODO DE USO
Aplique o Touch Energy Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso do secador e/ou chapinha é opcional.

";Water,Propylene Glycol,Guar Hydroxypropyltrimonium Chloride,Dimethiconol,TEA Dodecylbenzenesulfonate,Decamethylcyclopentasiloxane,Dimethicone,Amodimethicone,C11-15 Pareth-7,Lauromacrogol 400,Glycerol,Trideceth-12,,Acetic Acid,Polyquaternium-37,Propylene Glycol Dicaprylate/Dicaprate,PPG-1 Trideceth-6,Acrylates/Stearyl Methacrylate Copolymer,Sorbitan Oleate,Phenyl Trimethicone,Paullinia Cupana Seed Extract,Zingiber Officinale Extract,Parfum,Salicylic Acid,Disodium Edetate Dihydrate,Aminomethyl Propanol,Levomenthol,Citrus Aurantium Dulcis Peel Oil,Citric Acid Undecylenic,Benzyl Salicylate,Citronellol,Coumarin,Hexyl Cinnamal,Linalool,Dextrolimonene,CI 19140/Tartrazine Yellow,CI 14720/Azorubine Red;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/leave-on-touch-energy-120-g
3395;Grandha;Chá Verde Tônico para Crescimento Capilar 130ml;Alkymia - Green Tea;78.88;"
GREEN TEA HAIR & SCALP THERAPY
Uma poderosa associação cosmecêutica de alta dosagem de extrato glicólico de chá verde com o óleo essencial de hortelã-pimenta. Sua fórmula conta com o exclusivo Polluout Technology, ativo biopolimérico que reduz a adesão de partículas poluentes nos cabelos com concentração maior de polissacarídeos de origem vegetal e pantenol. Formulação com aplicações de biotecnologia que combina Biotina e Niacinamida com ativos clássicos da cosmetologia contemporânea, como o extrato glicólico de ginseng e proteínas hidrolisadas da soja. O Green Tea possui ação fortalecedora e estimulante do folículo piloso, promovendo crescimento e combatendo radicais livres em todo o sistema capilar.
 
INFORMAÇÕES IMPORTANTES

Produto certificado pela ABT - Academia Brasileira de Tricologia.
Dermatologicamente testado.
Ideal para cuidados do dia a dia e procedimentos de aromaterapia e argiloterapia.
Tônico antioxidante que melhora a vascularização e energização do sistema capilar.
Não testado em animais.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento. Recomenda-se agitar o produto antes de usar.





                Largura
            

                4.00 cm
            




                Altura
            

                16.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                143.00 g
            


";"""7898305624785";"


MODO DE USO
Aplique o Green Tea nos cabelos lavados, ainda levemente úmidos, e espalhe o produto cuidadosamente por todo o cabelo e couro cabeludo. Não enxágue. Finalize massageando o couro cabeludo e penteie os cabelos com cuidado, utilizando pente ou escova.

";Water,Camellia Sinensis Leaf Extract,Sodium Pidolate,Amino Bispropyl Dimethicone,Propylene Glycol,Hydrogenated Castor Oil Ethoxylated,Arginine,Acetyltyrosine,Dimethicone Copolyol,Calcium Pantothenate,Zinc Gluconate,Nicotinamide,Ornithine Hydrochloride,Polyquaternium-11,Citrulline,Hydrolyzed Soy Protein,Glucosamine HCL,Arctium Majus Root Extract,Panax Ginseng Root Extract,Phenoxyethanol,Sodium Succinate,Ethylhexylglycerin,Xylityl Sesquicaprylate,Anhydroxylitol,Parfum,Menthol,Mentha Piperita Oil,Undecylenic Acid,Benzyl Salicylate,Citral,Coumarin,Limonene,Geraniol,Hexyl Cinnamal,Citronellol ... Cinnamal,Linalool and dyes Cl 19140/Tartrazine Yellow,CI 42053/Fast Green 143;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/green-tea-hair-scalp-therapy-130-ml
3351;Grandha;Água Polarizada Hidratante 250ml;Alkymia - Amino Acqua Infusion Therapy;52.65;"
AMINO ACQUA INFUSION THERAPY
Água polarizada para vaporização, ionização, preparados cosméticos e outras misturas terapêuticas. Sua composição é rica em PCA-Na e aminoácidos essências para a pele, para o couro cabeludo e também para os cabelos. Contribui para a hidratação e melhora o processo de absorção de produtos combinados. Promove excelente associação com argilas, máscaras e outros preparados cosméticos.
Sua polaridade catiônica aumenta expressivamente o condicionamento dos cabelos e melhora a capacidade secativa das argilas por intensificar a interação do produto com a pele. Seu potencial vasodilatador melhora a permeabilidade dos produtos combinados e impulsiona os resultados terapêuticos de forma notável e agradável. Produto de concepção moderna que vem ganhando destaque no campo das terapias complementares por sua notável distribuição de benefícios e veracidade de resultados.


MODO DE USO

Promova associação com argilas em proporções que alcancem uma viscosidade agradável e que favoreça o processo de aplicação.
	 
Produto passível de ionização para procedimentos estéticos e terapêuticos que possam contribuir para a melhoria das condições gerais da pele, couro cabeludo e cabelo.
	 
Produto fortalecedor da estrutura capilar. Pode ser usado como solução reconstrutora, antes e depois de procedimentos químicos. Use um borrifador como instrumento de aplicação.



INFORMAÇÕES IMPORTANTES

Água nutritiva polarizada para infusões e misturas terapêuticas.
Certificado pela ABT - Academia Brasileira de Tricologia.
Não testado em animais.
Sem corantes artificiais.





                Largura
            

                4.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                350.00 g
            


";"""7898305624549";"



";;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/amino-acqua-infusion-therapy-250-ml
3527;Grandha;Fluido Antisséptico para Procedimentos Terapêuticos 500ml;Alkymia;96.83;"
FLUIDO ANTISSÉPTICO PARA PRÁTICAS FUNCIONAIS EM TERAPIAS INTEGRATIVAS
O Fluido Antisséptico para Práticas Funcionais em Terapias Integrativas Alkymia di Grandha foi especialmente desenvolvido para promover a simbiose e a proteção da pele, por meio de uma combinação exclusiva de 4 fantásticos óleos essenciais: patchouli, capim-limão, melaleuca e funcho doce; associados a um sistema orgânico de proteção microbiológica e ação queratolítica de alto desempenho, com ácidos salicílico e undecilênico, que propiciam sensação de conforto e proteção à pele. Produto especialmente desenvolvido para a garantia de qualidade dos procedimentos e protocolos de biossegurança nas terapias integrativas. Sua fórmula é suave e não contém álcool etílico. Ajuda na prevenção do mau odor dos pés. É dermatologicamente testado.


INFORMAÇÕES IMPORTANTES

Sistema fitodinâmico de ação integrada.
Certificado pela ENATI - Escola Nacional de Terapias Integrativas.
Dermatologicamente testado.
Contém óleos essenciais de patchouli, capim-limão, melaleuca e funcho doce.
Não testado em animais.





                Largura
            

                7.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                10.00 cm
            




                Peso
            

                510.00 g
            


";"""7898305625782";"


MODO DE USO
O Fluido Antisséptico é um produto versátil e poderá ser aplicado de diferentes formas e em diferentes momentos. Em protocolos de cuidados de mãos e pés, ele poderá ser aplicado logo no início, com 3 ou 4 borrifadas, assim como poderá auxiliar na retirada ou enxágue de outros produtos. O Fluido Antisséptico poderá permanecer na pele, se necessário. Aplique o produto sobre as mãos, pés o ou mesmo pelo corpo e massageie o local suavemente, até o produto secar. Se preciso, use uma toalha para auxiliar no processo de secagem. Siga com o protocolo de sua preferência.

";Water,Glycerol,Ethoxylated Hydrogenated Castor Oil,Amino Bispropyl Dimethicone,Phenoxyethanol,Ethylhexylglycerin,Parfum,Salicylic Acid,Sodium Lauryl Methyl Isethionate,Sodium Methyl Isethionate,Lauric Acid,Sodium Laurate,Aminomethyl Propanol,Tea Tree Oil,Disodium Edetate Dihydrate,Undecylenic Acid,Levomenthol,Pogostemon Cablin Leaf Oil,Cymbopogon Citratus Leaf Oil,Foeniculum Vulgare Oil,Coumarin,Hexyl Cinnamal,Limonene,Linalool,CI 19140 / Yellow 5 Tartrazine,CI 61570 / Acid Green 25;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/fluido-antisseptico-500-ml
3455;Grandha;Creme Sem Enxágue para Cabelos Finos e Delicados Leave-on 120g;Flowers;79.23;"
FLOWERS LEAVE-ON FLORES & VEGETAIS
Suavizante do couro cabeludo, trata cabelos finos e delicados. A linha Flowers atua na suavização do couro cabeludo, tratando cabelos finos e delicados. O leave-on Flowers, da linha de terapia capilar, Flores e Vegetais, traz a elegância e o equilíbrio do óleo essencial de palmarosa com a delicadeza do girassol e da camomila para suavizar o couro cabeludo mais sensível e os cabelos mais finos e delicados.

INFORMAÇÕES IMPORTANTES

Não testado em animais.
Certificado pela ABT - Academia Brasileira de Tricologia.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Dermatologicamente testado.
Com girassol, camomila e óleo essencial de palmarosa.





                Largura
            

                4.00 cm
            




                Altura
            

                15.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                200.00 g
            


";"""7898305624938";"


MODO DE USO
Aplique o Flowers Leave-on nos cabelos lavados e ainda úmidos e espalhe o produto cuidadosamente por todo o cabelo. Não enxágue. A finalização com uso do secador e/ou chapinha é opcional.

";Water,Glycerol,Amino Bispropyl Dimethicone,Guar Hydroxypropyltrimonium Chloride,Hydrogenated Castor Oil Ethoxylated,Propylene Glycol,Amodimethicone,C11-15 Pareth-7,Lauromacrogol 400,Trideceth-12,Chamomilla Recutita Flower Extract,Parfum,Helianthus Annuus Seed Extract,Mentha Piperita Leaf Extract,Parfum,Hydrolyzed Lupine Protein,Phenoxyethanol,Ethylhexylglycerin,Salicylic Acid,Disodium Edetate Dihydrate,Cymbopogon Martini Oil,Levomenthol,Undecylenic Acid,Dextrolimonene,Hydroxycitronellal,CI 19140 / Yellow 5 Tartrazine;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/flowers-leave-on-120-g
3454;Grandha;Condicionador para Cabelos Finos e Delicados 240g;Flowers;84.23;"
FLOWERS CONDITIONER FLORES & VEGETAIS
Suavizante do couro cabeludo, trata cabelos finos e delicados. A linha Flowers atua na suavização do couro cabeludo, tratando cabelos finos e delicados. O Flowers Conditioner, de Flores & Vegetais, a elegância e o equilíbrio do óleo essencial de palmarosa com a delicadeza do girassol e da camomila para suavizar o couro cabeludo mais sensível e os cabelos mais finos e delicados.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Certificado pela ABT - Academia Brasileira de Tricologia.
Cosmético fitoterápico: pode haver precipitação dos princípios ativos durante o armazenamento.
Dermatologicamente testado.
Com girassol, camomila e óleo essencial de palmarosa.

 




                Largura
            

                4.00 cm
            




                Altura
            

                17.00 cm
            




                Comprimento
            

                4.00 cm
            




                Peso
            

                300.00 g
            


";"""7898305624921";"


MODO DE USO
Aplique o Flowers Conditioner nos cabelos lavados e ainda úmidos e massageie as mechas, promovendo o desembaraço e alinhamento dos cabelos. Deixe agir por 5 minutos e enxágue os cabelos.

";Water,Cetostearyl Alcohol,Cetrimonium Chloride,Alcohol,Propylene Glycol,Amino Bispropyl Dimethicone,Macrogol,Decamethylcyclopentasiloxane,Dimethicone,Chamomilla Recutita Flower Extract,Sunflower Oil,Cetomacrogol 1000,Elaeis Guineensis Nut Oil,Perfume,Salicylic Acid,Disodium Edetate,Menthol,Cymbopogon Martini Oil,Aminomethylpropanol,Pentaerythrityl Tetra-DI-t-Butyl Hydroxyhydrocinnamate,Undecylenic Acid,Cl19140 / Tartrazine Yellow;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/flowers-conditioner-240-g
3214;Grandha;Tônico para Reparação do Couro Cabeludo 30ml;Fito Capillus Herbal;105.47;"
HERBAL MILK FLUID ENERGY
Restaurador capilar, Herbal Milk Fluid Energy é um leite nutritivo de ervas finas com peptídeos bioidênticos e sistema integrado para a prevenção de microinflamações e erupções do couro cabeludo. Ideal para tratamento de distúrbios de oleosidade e relaxamento das conexões nervosas e musculares do sistema capilar.
Composto vegetal com alta concentração de ácido maslínico nanoencapsulado num sistema composto por fosfolipídios, que atua na reparação tecidual do couro cabeludo, com ação anti-inflamatória de alto desempenho, prevenindo dermatites, pústulas e outros ferimentos. Protege contra estresse oxidativo e queimaduras solares.
 
SOBRE A LINHA FITO CAPILLUS HERBAL
Orientado para os rituais de reflexologia epicraniana e craniofacial. Esta combinação de produtos propõe fórmulas suaves para auxiliar o processo de descanso e diminuição das tensões. Com potencial descongestionante, promove sensação de alívio e conforto, combatendo microinflamações e melhorando as condições gerais da pele e do couro cabeludo.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Equalizador da atividade fisiológica do couro cabeludo.
Produto certificado pela ABT - Academia Brasileira de Tricologia

Sua formulação ainda conta com uma poderosa associação de óleos essenciais com Anageline - um inibidor do 5-Alpha-Redutase - e o Octapeptídeo-2, um peptídeo bioidêntico com ações simultâneas no estímulo do crescimento dos cabelos, que promove aumento do tamanho do bulbo capilar e controle da oleosidade excessiva, normalizando a produção de melanina e promovendo cicatrização do couro cabeludo.




                Largura
            

                3.00 cm
            




                Altura
            

                7.00 cm
            




                Comprimento
            

                3.00 cm
            




                Peso
            

                40.00 g
            


";"""7898305623832";"


MODO DE USO
Aplique o Herbal Milk Fluid Energy no couro cabeludo ainda levemente umedecido, massageie lentamente para estimular a melhor absorção do produto e não enxágue. Este produto é ideal para TERAPIAS NOTURNAS, portanto aplique após o banho e permaneça com o produto no couro cabeludo durante toda a noite. Somente retire-o na manhã seguinte com a lavagem normal dos cabelos.

";Water,Sodium Pidolate,Ethyl Alcohol,Amino Bispropyl Dimethicone,Hydrogenated Castor Oil Ethoxylated,Mentha Piperita Leaf Extract,Pentylene Glycol,Aloe Barbadensis Leaf Extract,Calendula Officinalis Flower Extract,Pfaffia Paniculata Root Extract,Arnica Montana Flower Extract,Cymbopogon Citratus Extract,Hydrolyzed Lupine Protein,Soybean Oil,Glycerol,Hydrogenated Lecithin,Sodium Oleate,Octapeptide-2,Propylene Glycol,PEG-12 Dimethicone,Butylene Glycol,Sorbitol,Lecithin,Xanthan Gum,Maslinic Acid,Caprylyl Glycol,Glyceryl Caprylate,Phenylpropanol,Styrene/Acrylates Copolymer,Levomenthol,Perfume,Salicylic Acid,Disodium Edetate,Mentha Piperita Oil,Citrus Aurantium Bergamia Fruit Oil,Cinnamomum Camphora Cortex Oil,Undecylenic Acid,Aminomethyl Propanol,Dextrolimonene,Benzyl Salicylate,Linalool,Alpha-Isomethyl Ionone,Citronellol,Hexyl Cinnamal,Dyes: Tartrazine Yellow,Acid Green 25;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/fito-capillus-herbal-milk-fluid-energy-30-ml
3215;Grandha;Gel de Massagem para Reparação do Couro Cabeludo 120g;Fito Capillus Herbal;98.25;"
HERBAL JELLY SCALP MASSAGE
Usado como gel de massagem, o Herbal Jelly é uma geleia de ervas finas para massagem craniofacial e relaxamento das conexões nervosas e musculares do sistema capilar. Composição rica em óleos essenciais e salicilato de metila, para a prevenção de estresse e microinflamações.
 
SOBRE A LINHA FITO CAPILLUS HERBAL
Orientado para os rituais de reflexologia epicraniana e craniofacial. Esta combinação de produtos propõe fórmulas suaves para auxiliar o processo de descanso e diminuição das tensões. Com potencial descongestionante, promove sensação de alívio e conforto, combatendo microinflamações e melhorando as condições gerais da pele e do couro cabeludo.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Geleia de ervas finas para massagem craniofacial.





                Largura
            

                5.00 cm
            




                Altura
            

                20.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                150.00 g
            


";"""7898305623825";"


MODO DE USO
Aplique o Herbal Jelly Scalp Massage diretamente na região da nuca e dos ombros e estenda a aplicação para o couro cabeludo e todo o contorno dos cabelos. O enxágue é opcional. Proceda com a massagem para o relaxamento do sistema capilar pelo tempo que achar necessário e conveniente.

";Water,Polyacrylamide,Liquid Petrolatum,Polysorbate 85,Propylene Glycol,Aloe Barbadensis Leaf Extract,Calendula Officinalis Flower Extract,Pfaffia Paniculata Root Extract,Arnica Montana Flower Extract,Cymbopogon Citratus Extract,Mentha Piperita Leaf Extract,Decamethylcyclopentasiloxane,Dimethicone,Sodium Pidolate,Macrogol,Propylene Glycol,Almond Oil,Methyl Salicylate,Parfum,Levomenthol,Salicylic Acid,Disodium Edetate Dihydrate,Aminomethyl Propanol,Butylene Glycol,Glycerol,Sorbitol,Lecithin,Xanthan Gum,Maslinic Acid,Phenoxyethanol,Caprylyl Glycol,Glyceryl Caprylate,Phenylpropanol,Linalool Melaleuca,Pelargonium Graveolens Flower Oil,Lavender Oil,Cinnamomum Camphora Cortex Oil,Eucalyptus Globulus Leaf Oil,Undecylenic Acid,Alpha-Isomethyl Ionone,Benzyl Salicylate,Citral,Citronellol,Dextrolimonene,Hexyl Cinnamal,Linalool,CI 19140/Yellow Tartrazine,CI 61570/Acid Green 25;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/fito-capillus-herbal-jelly-scalp-massage-120-g
3485;Grandha;Máscara contra Feridas do Couro Cabeludo 300g;Fito Capillus Herbal;154.85;"
ELIXIR HAIR & SCALP MASSAGE
Bálsamo de ação antioxidante e calmante do couro cabeludo, com amplo potencial de revitalização da fibra capilar. Sua fórmula acompanha um rico blend vegetal de extratos glicólicos e óleos essenciais de lavanda e capim-limão, combinados a uma matriz de potencial anti-inflamatório, composta por óleo essencial de cânfora branca, salicilato de metila e o poderoso ácido maslínico nanoparticulado. Emulsão enriquecida com óleo vegetal de abacate, com partículas hidrossolúveis de vitamina E, para revigorar e hidratar a pele do couro cabeludo. Produto criado para o trabalho de reflexologia no ambiente do lavatório.
 
SOBRE A LINHA FITO CAPILLUS HERBAL
Orientado para os rituais de reflexologia epicraniana e craniofacial. Esta combinação de produtos propõe fórmulas suaves para auxiliar o processo de descanso e diminuição das tensões. Com potencial descongestionante, promove sensação de alívio e conforto, combatendo microinflamações e melhorando as condições gerais da pele e do couro cabeludo.
 
INFORMAÇÕES IMPORTANTES

Não testado em animais.
Dermatologicamente testado.
Bálsamo de ação calmante e antioxidante para revitalização das condições do sistema capilar e equilíbrio da textura dos cabelos.





                Largura
            

                5.00 cm
            




                Altura
            

                10.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                350.00 g
            


";"""7898305625546";"


MODO DE USO
Aplique o Elixir Hair & Scalp Massage diretamente no couro cabeludo e distribua o produto também nos cabelos ainda úmidos, logo após o processo de limpeza. Siga com os movimentos suaves da reflexologia epicraniana por ao menos 10 minutos. Deixe o produto agir por mais de 5 minutos em fase pausa (descanso) e enxágue abundantemente. Siga com o protocolo de preferência do cliente.

";Water,Cetostearyl Alcohol,Cyclopentasiloxane,PEG-90M,Beentrimonium Chloride,Isopropyl Alcohol,Cetyl Alcohol,Stearyl Alcohol,Myristyl Alcohol,Lauryl Alcohol,Glycerol,Dimethicone,Palm Kernel Oil,Propylene Glycol,Aloe Vera Leaf Extract,Calendula Extract,Pfaffia Paniculata Root Extract,Arnica Flower Extract,Lemongrass Extract,Peppermint Leaf Extract,Parfum,Sodium Benzoate,Avocado Oil,Mannitol,Cellulose,Microcrystalline,Tocopheryl Acetate,Hypromellose,Disodium Edetate,Citric Acid,Camphor Bark Oil,Camphor Leaf/Stem Oil Lemongrass,Pentaerythrityl Tetra-DI-t-Butyl Hydroxyhydrocinnamate,Methyl Salicylate,Butylene Glycol,Glycerol,Sorbitol,Lecithin,Xanthan Gum,Maslinic Acid,Phenoxyethanol,Caprylyl Glycol,Glyceryl Caprylate,Phenylpropanol,Lavender Oil,Alpha-Isomethyl Ionone,Benzyl Salicylate,Citral,Citronellol,Hexyl Cinnamal,Dextrolimonene,Linalool,Blue 77007,CI 19140/Yellow Tartrazine,CI 61570/Acid Green 25;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/fito-capillus-herbal-elixir-hair-scalp-massage-300-g
3213;Grandha;Shampoo para Feridas no Couro Cabeludo 250ml;Fito Capillus Herbal;99.9;"





                Largura
            

                5.00 cm
            




                Altura
            

                22.00 cm
            




                Comprimento
            

                5.00 cm
            




                Peso
            

                300.00 g
            


";"""7898305623849";"


MODO DE USO
Aplique o Fine Herbal Shampoo nos cabelos úmidos, massageie intensamente e enxágue. Repita a operação e deixe o produto interagir com o cabelo durante 2 minutos, massageando e estimulando a fibra capilar. Enxágue. Se houver necessidade, repita a operação.

";Water,Sodium Laureth Sulfate,Cocamidopropyl Betaine,Cocamide Diethanolamine,Glycerol,Disodium Laureth Sulfosuccinate,Propylene Glycol,Perfume,Sodium Lauryl Methyl Isethionate,Sodium Methyl Isethionate,Lauric Acid,Sodium Laurate,Sodium Chloride,Guar Hydroxypropyltrimonium Chloride,Menthol,Sodium Benzoate,Potassium Sorbate,Salicylic Acid,Disodium Edetate,Jojoba Seed Oil,Aloe Vera Leaf Extract,Calendula Extract,Brazilian Ginseng Root Extract,Arnica Flower Extract,Lemongrass Extract,Peppermint Leaf Extract,Camphor Bark Oil,Eucalyptus Oil,Undecylenic Acid,Peppermint Oil,Alpha-Isomethyl Ionone,Benzyl Salicylate,Citronellol,Dextrolimonene,Hexyl Cinnamal,Linalool,Tartrazine Yellow 19140,Green 61570;https://www.lojagrandha.com.br/terapia-e-couro-cabeludo/fito-capillus-fine-herbal-shampoo-250-ml
